question,response_time_sec,session_id
"['Okay', ',', 'do', 'you', 'have', 'an', 'idea', 'in', 'solving', 'the', 'problem', '?']",41,308582
"['Do', 'you', 'know', 'how', 'to', 'multiply', 'single', 'numbers', '?']",29,308582
"['How', 'much', 'progress', 'have', 'you', 'made', 'for', 'this', 'one', '?']",19,308601
"['Have', 'you', 'covered', 'addition', 'and', 'subtraction', 'of', 'fractions', 'in', 'class', '?']",31,308601
"['What', 'is', 'this', '""', 'common', '""', 'denominator', 'called', '?', ':)']",23,308601
"['There', 'seems', 'to', 'be', 'a', 'part', 'of', 'the', 'problem', 'that', 'is', 'not', 'seen', 'in', 'the', 'image', ',', 'can', 'you', 'please', 'take', 'a', 'new', 'one', '?']",74,308618
"['How', 'much', 'progress', 'have', 'you', 'made', 'for', 'this', 'one', '?']",26,308618
"['Have', 'you', 'covered', 'lines', 'and', 'line', 'segments', 'in', 'class', '?']",23,308618
"['Sorry', ',', 'what', 'does', 'the', 'problem', 'exactly', 'ask', 'for', '?']",24,308619
"['I', 'see', '.', 'It', 'looks', 'like', 'we', 'need', 'to', 'complete', 'the', 'empty', 'space', '.', 'Sure', '!', 'Have', 'you', 'already', 'tried', 'any', 'work', 'on', 'this', 'problem', '?']",13,308619
"['No', 'problem', '.', 'We', 'will', 'work', 'together', 'to', 'find', 'the', 'solution', '!', 'What', 'do', 'you', 'think', 'we', 'could', 'try', 'first', '?']",12,308619
"['I', ""'m"", 'doing', 'great', '!', 'How', 'much', 'progress', 'have', 'you', 'made', 'for', 'this', 'one', '?']",22,308693
"['Have', 'you', 'covered', 'linear', 'equations', 'in', 'class', '?']",15,308693
"['Okay', '.', ':)', 'In', 'solving', 'linear', 'equations', 'in', 'one', 'variable', ',', 'we', 'simply', 'have', 'to', 'isolate', 'the', 'variable', 'to', 'one', 'side', 'of', 'the', 'equation', 'by', 'using', 'transposition', 'and', 'mathematical', 'operations', '.', ':)', 'So', ',', 'if', 'we', 'will', 'follow', 'the', 'rules', 'of', 'PEMDAS', ',', 'on', 'which', 'term', 'should', 'we', 'focus', 'one', 'first', '?']",16,308693
"['I', ""'ve"", 'reviewed', 'your', 'problem', 'and', 'it', 'is', 'an', 'interesting', 'one', '.', ':)', 'I', 'will', 'help', 'you', 'on', 'this', '!', ':)', 'By', 'the', 'way', ',', 'can', 'you', 'tell', 'me', 'what', 'is', 'being', 'asked', 'in', 'the', 'problem', '?']",20,308784
"['Great', '!', ':)', 'That', 'is', 'right', '!', ':)', 'p', '=', '(', '1', '3', ')', 'is', 'a', 'vector', '.', 'However', ',', '|p|', 'can', 'be', 'solved', 'for', 'a', 'vector', 'like', 'this', 'one', '.', ':)', 'Can', 'you', 'share', 'to', 'me', 'your', 'progress', 'so', 'far', '?']",24,308784
"['Have', 'you', 'encountered', 'absolute', 'values', 'before', '?', 'Or', 'is', 'it', 'a', 'new', 'material', 'to', 'you', '?']",10,308784
"['Could', 'you', 'tell', 'me', 'how', 'to', 'convert', 'radians', 'into', 'degrees', '?']",36,308785
"['Yes', '.', '<url>', 'Is', 'everything', 'clear', 'about', 'this', 'question', '?']",42,308785
"['Is', 'there', 'anything', 'else', 'which', 'I', 'can', 'help', 'you', 'with', '?']",29,308785
"['Welcome', 'to', 'Yup', '!', 'What', 'can', 'I', 'help', 'you', 'with', '?', ';)']",5,309060
"['I', ""'ve"", 'reviewed', 'your', 'problem', '.', 'How', 'did', 'you', 'come', 'up', 'with', 'your', 'answer', '?', 'Would', 'you', 'mind', 'sharing', 'it', 'to', 'me', '?', ':)']",36,309060
"['How', 'familiar', 'are', 'you', 'with', 'absolute', 'expression', '?', ':)']",16,309060
"['Sure', '!', 'Let', 'the', 'tutor', 'know', 'whenever', 'something', 'does', 'not', 'make', 'sense', '.', 'They', 'are', 'there', 'to', 'help', 'you', '!', '✨', 'Now', 'you', '’re', 'in', 'pretty', 'good', 'shape', '.', 'Your', 'tutor', 'will', 'be', 'ready', 'to', 'connect', 'really', 'soon', '.', 'So', 'exciting', '!', '🎉', 'TUTOR', 'FOUND', ',', 'NOW', 'REVIEWING', 'PROBLEM', 'SESSION', 'STARTED', 'AT', '6:27', 'PM', 'Hello', ',', 'Julie', '.', ':)', 'TICK', 'TOCK', '.', 'OUT', 'OF', 'MINUTES', 'IN', '5', 'MINS', 'Welcome', 'to', 'Yup', '.', ':)', 'What', 'can', 'I', 'help', 'you', 'with', '?', ':)']",21,309075
"['Would', 'you', 'mind', 'uploading', 'it', 'for', 'me', '?', ';)']",7,309075
"['Great', '!', 'I', ""'ve"", 'reviewed', 'your', 'problem', '.', ':)', 'To', 'solve', 'this', ',', 'we', 'need', 'to', 'use', 'the', 'ratio', 'in', 'the', 'height', 'of', 'Sally', 'and', 'Ben', '.', 'We', 'must', 'build', 'a', 'relationship', 'using', 'the', 'ratio', 'that', 'is', 'related', 'to', 'the', 'difference', 'in', 'height', '.', 'How', 'far', 'have', 'you', 'gotten', 'in', 'solving', 'the', 'problem', '?', ':)']",42,309075
"['That', 'is', 'fine', '!', 'I', 'will', 'help', 'you', 'on', 'this', '.', ':)', 'Are', 'you', 'currently', 'taking', 'a', 'quiz', 'or', 'a', 'graded', 'test', '?']",8,309091
"['Okay', '!', 'Thanks', 'for', 'clarifying', '!', ':)', 'We', 'are', 'asked', 'for', 'the', 'perimeter', 'of', 'the', 'triangle', '.', 'To', 'solve', 'for', 'that', ',', 'we', 'need', 'to', 'complete', 'first', 'the', 'dimensions', 'of', 'the', 'triangle', '.', ':)', 'Do', 'you', 'have', 'any', 'guesses', 'on', 'how', 'to', 'complete', 'the', 'dimensions', '?']",42,309091
"['Yes', 'it', 'is', '!', ':)', 'Therefore', ',', 'what', 'will', 'be', 'the', 'measurement', 'of', 'FC', '?']",52,309091
"['How', 'do', 'you', 'think', 'will', 'we', 'be', 'able', 'to', 'determine', 'the', 'points', 'if', 'we', 'have', 'x', '?']",6,309122
"['We', 'have', 'x', 'values', '.', 'Right', '?']",13,309122
"['Is', 'everything', 'clear', 'now', '?', ':)']",3,309122
"['I', ""'ve"", 'gone', 'over', 'your', 'problem', '.', 'Let', ""'s"", 'work', 'on', 'it', 'together', 'and', 'see', 'where', 'you', 'got', 'stuck', '.', ':)', 'I', ""'m"", 'sorry', ',', 'part', 'd', '?']",31,309130
"['Alright', '.', 'For', 'this', 'problem', ',', 'we', 'have', 'to', 'get', 'the', 'shape', 'of', 'the', 'distribution', '.', 'What', 'have', 'you', 'tried', 'on', 'that', 'part', 'so', 'far', '?']",67,309130
"['The', 'x', 'points', '?']",18,309130
"['Awesome', ',', 'now', 'the', 'tutor', 'has', 'your', 'progress', '🎊', '.', 'That', 'means', 'you', '’re', 'even', 'closer', 'to', 'the', 'solution', '!', 'SESSION', 'STARTED', 'AT', '4:19', 'PM', 'Hello', 'Poncho', '!', ':)', 'TICK', 'TOCK', '.', 'OUT', 'OF', 'MINUTES', 'IN', '5', 'MINS', 'Which', 'problem', 'do', 'you', 'need', 'help', 'with', '?']",8,309209
"['Alright', '!', 'Have', 'you', 'already', 'tried', 'any', 'work', 'on', 'this', 'problem', '?']",13,309209
"['It', 'is', 'almost', 'correct', '!', 'Where', 'did', 'the', 'negative', 'sign', 'go', '?']",154,309209
"['Can', 'you', 'tell', 'me', 'more', 'about', 'what', 'you', ""'ve"", 'tried', 'so', 'far', '?']",35,309287
"['How', 'many', 'zeros', 'are', 'there', 'in', 'a', 'thousand', '?']",13,309287
"['Good', 'try', ',', 'but', 'not', 'quite', '!', 'A', 'thousand', 'is', '1000', '.', 'There', 'are', '3', 'zeros', 'actually', '.', 'Does', 'it', 'make', 'sense', 'so', 'far', '?']",13,309287
"['Thanks', '.', 'Have', 'you', 'already', 'tried', 'any', 'work', 'on', 'this', 'problem', '?']",5,309295
"['So', 'far', ',', 'so', 'good', '!', 'What', 'do', 'you', 'think', 'we', 'could', 'try', 'next', '?']",51,309295
"['That', 'would', 'be', 'a', 'good', 'idea', '!', 'What', 'else', 'do', 'we', 'need', 'to', 'subtract', '?']",44,309295
"['Tutors', 'need', 'to', 'know', 'how', 'much', 'work', 'you', '’ve', 'done', 'to', 'help', 'you', 'better', '…', 'can', 'you', '📷', '', 'any', 'progress', 'you', '’ve', 'made', '?', 'SESSION', 'STARTED', 'AT', '7:25', 'PM', 'Hi', 'Christiana', ',', 'welcome', 'to', 'Yup', '!', 'I', 'am', 'Ms.', 'Nguyen', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'Which', 'problem', 'would', 'you', 'like', 'us', 'to', 'review', 'first', '?']",8,309320
"['Okay', '.', 'Can', 'you', 'tell', 'me', 'more', 'about', 'what', 'you', ""'ve"", 'tried', 'so', 'far', '?']",7,309320
"['Do', 'you', 'have', 'any', 'idea', 'as', 'how', 'to', 'get', 'started', 'with', 'the', 'inequlaity', '?']",5,309320
"['I', '’m', 'sorry', ',', 'your', 'image', 'is', 'unclear', '.', 'Could', 'you', 'please', 'try', 'uploading', 'it', 'again', 'or', 'clarifying', 'what', 'it', 'says', '?', 'Sure', '!', 'Please', 'upload', 'the', 'clear', 'image', '.', ':)']",27,309415
"['I', 'just', 'reviewed', 'your', 'problem', '.', 'Can', 'you', 'tell', 'me', 'more', 'about', 'how', 'much', 'progress', 'you', ""'ve"", 'made', '?']",24,309415
"['How', 'familiar', 'are', 'you', 'with', 'the', 'notion', 'of', 'ordering', 'the', 'given', 'numbers', '?']",18,309415
"['Thanks', '.', 'You', 'made', 'a', 'little', 'mistake', '.', 'Let', ""'s"", 'solve', 'this', 'together', ',', 'okay', '?']",2,309473
"['Correct', ':)', 'Can', 'you', 'try', 'to', 'solve', 'the', 'problem', 'again', '?']",12,309473
"['Awesome', ':)', 'Does', 'that', 'make', 'sense', '?']",18,309473
"['Did', 'you', 'start', 'on', 'the', 'problem', '?', '📷', 'your', 'work', 'so', 'I', 'can', 'send', 'it', 'to', 'the', 'tutor', '.', 'Sending', 'even', 'the', 'tiniest', 'bit', 'of', 'progress', 'will', 'help', 'you', 'reach', 'a', 'solution', 'faster', '💪', 'SESSION', 'STARTED', 'AT', '5:15', 'PM', 'Hi', 'Lisa', ',', 'welcome', 'to', 'Yup', '!', 'I', '’m', 'Mr.', 'Mahato', 'and', 'I', '’ll', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', '', ':)', 'Can', 'you', 'please', 'give', 'me', 'a', 'few', 'minutes', 'to', 'go', 'over', 'the', 'problem', '?']",6,309521
"['Thank', 'you', '!', 'How', 'much', 'progress', 'have', 'you', 'made', 'on', 'that', 'problem', '?']",21,309521
"['Do', ""n't"", 'worry', '!', 'Are', 'you', 'familiar', 'with', 'the', 'formula', 'for', 'find', 'the', 'half', '-', 'life', 'of', 'a', 'substance', '?', '*', 'finding']",12,309521
"['TUTOR', 'FOUND', ',', 'NOW', 'REVIEWING', 'PROBLEM', 'Hey', 'Esther', '-', 'welcome', 'back', '😀', 'SESSION', 'STARTED', 'AT', '9:55', 'PM', 'Hi', 'Esther', '.', 'I', 'am', 'Mr', 'Leslie', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'Can', 'you', 'show', 'me', 'what', 'have', 'you', 'tried', 'with', 'this', 'problem', 'so', 'far', '?']",15,309586
"['Are', 'you', 'there', '?']",2,309586
"['Suppose', 'two', 'persons', 'bought', 'one', 'of', 'each', 'item', ',', 'would', 'you', 'know', 'how', 'much', 'money', 'that', 'would', 'be', '?']",36,309586
"['Which', 'floor', 'is', 'higher', '3', 'or', '10', '?', 'Is', 'this', 'your', 'question', '?']",9,309655
"['Just', 'to', 'confirm', ',', 'is', 'this', 'a', 'test', '?']",5,309655
"['Great', '!', 'Are', 'there', 'any', 'more', 'questions', 'you', 'need', 'help', 'with', '?']",21,309655
"['SESSION', 'STARTED', 'AT', '8:26', 'PM', 'Hello', 'and', 'welcome', 'to', 'Yup', '.', 'Have', 'you', 'started', 'working', 'on', 'this', 'problem', 'yet', '?']",6,309783
"['Okay', ',', 'so', 'it', 'is', 'asking', 'whether', 'the', 'length', 'of', 'the', 'sides', 'of', 'the', 'shape', 'change', 'the', 'sum', 'of', 'the', 'interior', 'angles', ',', 'right', '?']",16,309783
"['Do', 'you', 'have', 'any', 'other', 'questions', 'tonight', '?']",10,309783
"['SESSION', 'STARTED', 'AT', '6:42', 'PM', 'Hi', 'Madi', ',', 'welcome', 'to', 'Yup', '!', 'I', '’m', 'Mr.', 'Mahato', 'and', 'I', '’ll', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', '', ':)', 'Can', 'you', 'please', 'give', 'me', 'a', 'few', 'minutes', 'to', 'go', 'over', 'the', 'problem', '?']",6,309887
"['Thank', 'you', '!', 'How', 'much', 'progress', 'have', 'you', 'made', 'on', 'that', 'problem', '?']",42,309887
"['Do', ""n't"", 'worry', '!', 'Are', 'you', 'familiar', 'with', 'equilateral', 'triangle', '?']",13,309887
"['Hi', 'Maddie', ',', 'welcome', 'to', 'Yup', '😀', '.', 'I', ""'m"", 'finding', 'you', 'a', 'tutor', 'now', '.', 'I', '’m', 'here', 'to', 'help', 'you', 'prepare', 'for', 'your', 'tutoring', 'session', '.', 'You', 'can', 'talk', 'to', 'me', 'by', 'tapping', 'the', 'orange', 'button', 'that', 'appears', 'at', 'the', 'bottom', '👇', 'TUTOR', 'FOUND', ',', 'NOW', 'REVIEWING', 'PROBLEM', 'SESSION', 'STARTED', 'AT', '9:03', 'PM', 'Hey', 'Maddie', '!', '', 'Welcome', 'to', 'Yup', '!', 'How', 'are', 'we', 'doing', 'this', 'evening', '?']",64,309915
"['So', ',', 'we', 'have', 'a', 'pretty', 'difficult', 'exponent', 'problem', 'here', '.', '', 'I', 'have', '2', 'questions', 'for', 'you', '.', '', '1', '.', 'Have', 'you', 'made', 'any', 'progress', 'so', 'far', 'on', 'this', 'problem', '...', 'And', '2', '.', 'How', 'comfortable', 'are', 'you', 'in', 'dealing', 'with', 'exponents', '?', '', 'Have', 'you', 'worked', 'on', 'them', 'in', 'class', 'a', 'bunch', '?', 'Sorry', 'that', 'question', 'number', '2', 'is', 'two', '-', 'parter', '.']",74,309915
"['Okay', ',', 'so', 'we', 'want', 'to', 'start', 'at', 'the', 'very', 'outside', '.', '', 'We', 'look', 'at', 'the', '-1', 'first', '.', '', 'What', 'happens', 'when', 'we', 'raise', 'a', 'power', 'to', 'a', 'power', '?', 'In', 'other', 'words', ',', 'what', 'is', '-6', 'raised', 'to', 'the', '-1', 'and', '3', 'raised', 'to', 'the', '-1', '?']",53,309915
"['any', 'thoughts', 'on', 'how', 'to', 'do', 'that', '?', 'ok', ',', 'the', 'variables', 'will', 'represent', 'what', 'we', 'are', 'looking', 'for', 'in', 'the', 'problem', '.', 'what', 'is', 'the', 'problem', 'asking', 'us', 'to', 'find', '?']",47,310107
"['correct', '.', 'We', 'can', 'use', 'any', 'variables', 'to', 'represent', 'these', 'values', '.', 'what', 'do', 'you', 'want', 'to', 'use', '?', 'x', 'and', 'y', '?', 'or', 'maybe', 'b', 'and', 'v', '?']",33,310107
"['are', '5', 'and', '10', 'the', 'values', 'you', 'found', 'for', 'the', 'bus', 'and', 'vans', '?']",49,310107
"['how', 'do', 'we', 'move', 'terms', 'from', 'one', 'side', 'to', 'the', 'other', 'side', '?']",4,310123
"['well', ',', 'the', '3x', 'is', 'being', 'subtracted', 'so', 'to', 'move', 'it', 'to', 'the', 'other', 'side', ',', 'we', 'do', 'the', 'opposite', '.', 'what', 'would', 'we', 'do', 'to', 'move', 'it', '?']",5,310123
"['correct', '!', 'we', 'add', '3x', 'to', 'both', 'sides', '.', 'What', 'will', 'that', 'give', 'us', '?']",59,310123
"['the', 'picture', 'is', 'a', 'little', 'fuzzy', 'but', 'it', 'looks', 'like', 'you', 'needed', 'to', 'make', 'a', 'scatter', 'plot', 'of', 'the', 'information', 'provided', '?']",7,310128
"['sure', 'what', 'is', 'your', 'question', '?']",9,310128
"['7', 'in', '...', '?', 'was', 'that', 'a', 'typo', '?']",11,310128
"['Can', 'you', 'please', 'upload', 'a', 'clearer', 'image', 'of', 'your', 'problem', '?']",16,310130
"['Sure', ',', 'I', 'can', 'help', ',', 'but', 'this', 'image', 'is', 'not', 'so', 'clear', '.', 'Can', 'you', 'take', 'and', 'send', 'a', 'clearer', 'one', '?']",12,310130
"['You', 'are', 'correct', 'that', 'it', 'is', 'positive', '.', 'However', 'one', 'of', 'the', 'points', 'on', 'your', 'graph', 'seems', 'a', 'bit', 'off', '.', 'I', 'see', '.', 'Unfortunately', 'the', 'graph', 'is', 'still', 'a', 'bit', 'blurry', 'on', 'this', 'image', '.', 'Can', 'you', 'tell', 'me', 'which', 'values', 'you', 'had', 'on', 'the', 'x', '-', 'axis', '?']",11,310130
"['Welcome', 'back', '😀', 'hafsa', '.', 'TUTOR', 'FOUND', ',', 'NOW', 'REVIEWING', 'PROBLEM', 'I', ""'m"", 'finding', 'you', 'a', 'tutor', 'ASAP', '.', 'BTW', ',', 'the', 'tutor', 'will', 'spend', 'a', 'minute', 'reviewing', 'your', 'problem', 'so', 'when', 'the', 'session', 'begins', ',', 'you', 'can', 'start', 'solving', 'right', 'away', '!', 'SESSION', 'STARTED', 'AT', '9:37', 'PM', 'Hello', 'Hafsa', '!', 'I', 'am', 'Ms.', 'Xymines', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'Can', 'you', 'tell', 'me', 'what', 'you', 'have', 'tried', 'so', 'far', 'on', 'this', 'problem', '?']",51,310231
"['Okay', ',', 'can', 'you', 'tell', 'me', 'the', 'properties', 'of', 'addition', 'you', 'are', 'familiar', 'with', '?', 'YOUR', 'FREE', 'TRIAL', 'HAS', '5', 'MINS', 'LEFT', '.', 'AFTER', 'THAT', 'SWITCHING', 'TO', '41¢/MIN']",98,310231
"['Right', '!', 'And', 'which', 'property', 'would', 'that', 'be', '?']",30,310231
"['Have', 'you', 'tried', 'working', 'through', 'this', 'one', '?']",24,310300
"['Based', 'from', 'what', 'you', 'did', 'for', 'the', 'first', '2', ',', 'how', 'do', 'you', 'think', 'should', 'we', 'form', 'a', 'fraction', 'of', 'these', 'values', '?']",27,310300
"['For', 'number', '7', ',', 'where', 'in', 'the', 'fraction', 'should', 'we', 'put', 'the', '$', '4', '?']",33,310300
"['Can', 'you', 'tell', 'me', 'more', 'on', 'how', 'you', 'solved', 'for', 'the', 'slope', 'and', 'equation', 'of', 'the', 'line', '?']",26,310449
"['What', 'I', 'mean', 'was', 'how', 'you', 'come', 'up', 'with', 'the', 'value', 'of', 'm', '?']",86,310449
"['That', 'is', 'correct', '!', ':)', 'Good', 'job', 'in', 'using', 'the', 'slope', '.', ':)', 'How', 'did', 'you', 'arrive', 'to', 'the', 'equation', 'using', 'the', 'slope', '?', 'The', 'slope', 'I', 'am', 'pertaining', 'to', 'is', 'the', 'value', 'of', 'm.', ':)']",68,310449
"['That', 'is', 'a', 'very', 'good', 'start', '!', ':)', 'What', 'will', 'be', 'the', 'resulting', 'equation', '?']",25,310489
"['How', 'does', 'the', 'negative', 'u', 'becomes', 'positive', '?']",25,310489
"['That', 'is', 'correct', '!', ':)', 'Good', 'job', '!', ':)', 'I', 'have', 'a', 'quick', 'question', 'for', 'you', '!', ':)', 'What', 'if', 'we', 'have', 'the', 'equation', 'X+3-Y', '=', 'W', '?', 'How', 'will', 'we', 'solve', 'for', 'X', '?']",9,310489
"['Why', 'do', 'you', 'think', 'answer', 'here', 'is', 'all', 'of', 'them', '?']",19,310567
"['Ok', '.', 'Can', 'you', 'tell', 'me', 'when', 'a', 'relation', 'is', 'a', 'function', '?']",36,310567
"['Can', 'you', 'tell', 'me', 'what', 'you', 'know', 'about', 'vertical', 'line', 'test', '?']",28,310567
"['For', 'which', 'subject', 'do', 'we', 'do', 'this', 'homework', 'for', '?']",9,310656
"['Can', 'you', 'please', 'clarify', 'the', 'total', 'number', 'of', 'students', '?']",26,310656
"['How', 'much', 'progress', 'have', 'you', 'made', 'for', 'this', 'one', '?']",50,310656
"['So', ',', 'you', 'got', 'b=47', 'and', 'd=93', '?']",5,310771
"['May', 'I', 'know', 'how', 'you', 'got', '109', '?']",15,310771
"['May', 'I', 'know', 'why', 'you', ""'re"", 'subtracting', '71', 'from', '180', '?']",21,310771
"['How', 'much', 'progress', 'have', 'you', 'made', 'for', 'this', 'one', '?']",21,311128
"['What', 'do', 'we', 'mean', 'by', 'a', 'common', 'point', 'in', 'the', 'graph', '?']",61,311128
"['Yes', '.', ':)', 'They', 'intersect', 'or', 'meet', 'at', 'that', 'same', 'point', 'or', 'points', '.', ':)', 'How', 'do', 'we', 'solve', 'for', 'that', '?']",58,311128
"['Do', 'you', 'want', 'me', 'to', 'check', 'your', 'work', '?']",14,311130
"['Alright', '!', 'Please', 'hold', 'on', 'just', 'a', 'moment', 'while', 'I', 'check', 'your', 'answers', '.', 'Looks', 'good', '!', 'Let', ""'s"", 'review', 'the', 'first', 'part', 'of', 'the', 'problem', '.', 'What', 'you', 'did', 'is', 'correct', '.', 'But', 'that', 'part', 'of', 'the', 'problem', 'is', 'just', 'asking', 'for', 'the', 'operation', '.', 'What', 'math', 'operation', 'did', 'you', 'use', 'to', 'solve', 'the', 'problem', '?']",17,311130
"['Exactly', '!', 'That', 'part', 'of', 'the', 'problem', 'is', 'asking', 'just', 'for', 'the', 'math', 'operation', '.', 'Although', 'the', 'expressions', 'you', 'wrote', 'show', 'additions', ',', 'it', 'would', 'be', 'best', 'to', 'clarify', 'that', 'the', 'math', 'operation', 'that', 'should', 'be', 'applied', 'to', 'solve', 'this', 'problem', 'is', 'addition', '.', 'Is', 'there', 'anything', 'you', 'would', 'like', 'me', 'to', 'clarify', 'about', 'this', 'problem', '?']",3,311130
"['I', 'surely', 'can', 'do', 'that', '!', 'Before', 'we', 'start', 'I', 'just', 'need', 'one', 'clarification', ':)', 'Are', 'you', 'taking', 'a', 'test', 'or', 'quiz', '?']",6,311308
"['.But', 'your', 'answer', 'needs', 'a', 'fix!What', 'do', 'we', 'get', 'when', 'we', 'add', '-9', '+', '6', '!', 'Remember', 'it', 'is', '-9', '+', '6=', '?']",33,311308
"['I', 'guess', 'you', 'would', 'be', 'able', 'to', 'fix', 'it', 'now', '!', 'Yes', 'correct', '!', 'So', 'y', '=', '-4.5x', '-3', ',', 'right', '?']",6,311308
"['Hello', 'Autumn-104', 'and', 'welcome', 'to', 'yup', '!', 'Is', 'there', 'a', 'question', 'that', 'you', 'wanted', 'to', 'start', 'on', 'first', '?', '📷', 'your', 'work', 'and', 'share', 'with', 'your', 'tutor', '.', 'There', '’s', 'no', 'such', 'thing', 'as', 'sharing', 'too', 'little', 'work', '😊', 'TUTOR', 'FOUND', ',', 'NOW', 'REVIEWING', 'PROBLEM', 'AT', 'NO', 'CHARGE']",15,311320
"['What', 'do', 'you', 'know', 'about', 'the', 'lengths', 'in', 'the', 'diagram', '?', 'Think', 'algebraically']",18,311320
"['That', ""'s"", 'ok', 'if', 'you', 'do', ""n't"", 'know', 'where', 'to', 'start', '(:', 'We', ""'re"", 'given', 'that', 'the', 'length', 'of', 'AB', '=', 'length', 'of', 'CD', 'Can', 'we', 'think', 'of', 'a', 'way', 'to', 'write', 'the', 'lengths', 'of', 'AC', 'and', 'BD', 'in', 'terms', 'of', 'an', 'unknown', '?']",6,311320
"['How', 'much', 'progress', 'have', 'you', 'made', 'for', 'this', 'one', '?']",33,311340
"['Have', 'you', 'covered', 'the', 'graph', 'of', 'a', 'sine', 'curve', 'in', 'class', '?']",27,311340
"['What', 'do', 'you', 'mean', '?']",34,311340
"['SESSION', 'STARTED', 'AT', '2:27', 'PM', 'Hi', 'Jordan', ',', 'welcome', 'to', 'Yup', '!', 'I', '’m', 'Mr.', 'Mahato', 'and', 'I', '’ll', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', '', ':)', 'Can', 'you', 'please', 'give', 'me', 'a', 'few', 'minutes', 'to', 'go', 'over', 'the', 'problem', '?']",0,311535
"['Thank', 'you', '!', 'Is', 'the', 'finding', 'the', 'volume', '?']",6,311535
"['Okay', '!', 'Please', 'accept', 'my', 'apology', '!', 'Unfortunately', ',', 'your', 'problem', 'exceeds', 'the', 'math', 'level', 'we', 'currently', 'support', '.', 'Is', 'there', 'something', 'else', 'I', 'can', 'help', '', 'you', 'with', '?']",20,311535
"['We', 'need', 'to', 'determine', 'the', 'number', 'of', 'moles', 'of', 'potassium', 'in', '200mL', 'of', '2.5', 'M', '', 'solution', '.', 'After', 'we', 'have', 'determined', 'this', ',', 'we', 'will', 'determine', 'the', 'mass', 'needed', 'by', 'multiplying', 'the', 'number', 'of', 'moles', 'needed', 'by', 'the', 'molar', 'mass', 'of', 'potassium', '.', 'Am', 'I', 'making', 'sense', 'so', 'far', '?']",7,311744
"['Are', 'you', 'certain', '?']",14,311744
"['would', 'you', 'like', 'to', 'work', 'it', 'for', 'me', 'just', 'so', 'make', 'sure', '?']",42,311744
"['I', '’ll', 'need', 'another', 'moment', 'to', 'finish', 'looking', 'over', 'your', 'problem', 'and', 'then', 'we', '’ll', 'get', 'started', '.', 'Thanks', 'for', 'your', 'patience', '!', 'So', ',', 'which', 'problem', 'should', 'we', 'work', 'on', 'first', '?', ':)']",12,311759
"['Okay', '.', 'So', ',', 'what', 'have', 'you', 'tried', 'so', 'far', 'on', 'this', 'problem', '?']",37,311759
"['So', ',', 'did', 'you', 'make', 'any', 'progress', '?', 'Can', 'I', 'see', 'the', 'work', 'you', 'have', 'done', 'so', 'far', '?', ':)']",50,311759
"['Hello', 'Sarah', '!', 'Welcome', 'to', 'Yup', '!', 'Please', 'give', 'me', 'a', 'moment', 'to', 'review', 'your', 'problem', '.', 'Great', '!', 'Can', 'you', 'tell', 'me', 'how', 'far', 'you', 'have', 'gotten', 'on', 'this', 'question', '?']",1,311805
"['Great', '!', 'Can', 'you', 'tell', 'me', 'how', 'far', 'you', 'have', 'gotten', 'on', 'this', 'question', '?']",81,311805
"['you', 'got', '1', 'as', 'a', 'factor', '?']",3,311805
"['How', 'much', 'progress', 'have', 'you', 'made', 'for', 'this', 'one', '?']",2,311879
"['Okay', '.', ':)', 'First', 'of', 'all', ',', 'what', 'type', 'of', 'function', 'are', 'we', 'seeing', 'in', 'the', 'graph', '?', ':)']",14,311879
"['The', 'graph', 'of', 'a', 'y', '=', 'x^2', 'or', 'a', 'quadrilateral', 'function', 'is', 'either', 'parabolic', ',', 'elliptic', ',', 'cyclic', ',', 'or', 'hyperbolic', 'only', '.', 'Does', 'the', 'graph', 'you', 'see', 'seems', 'to', 'be', 'any', 'of', 'those', 'types', 'of', 'graphs', '?', ':)']",69,311879
"['Okay', 'this', 'is', 'a', 'good', 'start', '.', 'How', 'did', 'you', 'arrive', 'with', 'the', 'expression', '(', 'c(c+1)/2)+1', '?']",48,312025
"['Therefore', ',', 'using', 'the', 'equation', 'obtained', ',', 'what', 'do', 'you', 'think', 'is', 'the', 'maximum', 'number', 'of', 'slices', 'obtained', 'by', '4', 'cuts', '?']",35,312025
"['Oh', ',', 'you', ""'re"", 'close', '!', 'Can', 'you', 'show', 'me', 'you', 'solution', '?', 'All', 'you', 'have', 'to', 'do', 'is', 'to', 'plug', 'in', 'c=4', 'into', '1/2(c^2+c+2', ')']",63,312025
"['We', 'need', 'to', 'solve', 'the', 'problem', '#', '53', ',', 'right', '?']",10,312417
"['Okay', '.', 'Let', ""'s"", 'solve', 'this', 'together', '.', 'How', 'far', 'have', 'you', 'gotten', 'in', 'solving', 'the', 'problem', '?']",49,312417
"['Great', 'work', ':)', 'So', ',', 'what', 'would', 'be', 'the', 'final', 'answer', '?']",26,312417
